text,favoriteCount,created,id,retweetCount,chars,month,year,day,time,label 
Even though I have a very biased and unfair judge in the Trump U civil case in San Diego; I have thousands of great reviews &amp; will win case!,11273,6/2/2016 16:54,7.38E+17,3067,144,6,2016,2,1014,1
With all of the Crooked Hillary Clinton's foreign policy experience; she has made so many mistakes - and I mean real monsters! No more HRC.,12124,6/2/2016 16:48,7.38E+17,4102,139,6,2016,2,1008,1
Join me in San Jose; California- tonight!  #MakeAmericaGreatAgain #Trump2016  Tickets: https://t.co/jLQukR550J https://t.co/OrEhKJZ5Rd,7255,6/2/2016 16:37,7.38E+17,2400,134,6,2016,2,997,-1
Wow; USA Today did todays cover story on my record in lawsuits. Verdict: 450 wins; 38 losses. Isn't that what you want for your president?,16967,6/2/2016 16:31,7.38E+17,5425,138,6,2016,2,991,1
Do you ever notice that @CNN gives me very little proper representation on my policies. Just watched-nobody knew anything about my foreign P,11866,6/2/2016 15:57,7.38E+17,3727,140,6,2016,2,957,1
Bernie Sanders was right when he said that Crooked Hillary Clinton was not qualified to be president because she suffers from BAD judgement!,17892,6/2/2016 15:10,7.38E+17,5477,140,6,2016,2,910,1
Crooked Hillary Clinton has zero natural talent - she should not be president. Her temperament is bad and her decision making ability-zilch!,16300,6/2/2016 15:03,7.38E+17,5427,140,6,2016,2,903,1
"""@HaloDad22: @realDonaldTrump I already voted for you! My wife did as well! I represent #Teachers4Trump! We represent #CA4Trump! #NeverDems",9373,6/2/2016 5:12,7.38E+17,2580,139,6,2016,2,312,1
"""@SCPioneer: @stockdaleism @JamesRosenFNC @FoxNews @realDonaldTrump Not for slackers! Happy w/courses I took."" Thanks.",6974,6/2/2016 5:11,7.38E+17,1961,118,6,2016,2,311,1
Thank you Sacramento; California! #MakeAmericaGreatAgain https://t.co/t75Zxn9L6f,16691,6/2/2016 4:58,7.38E+17,5220,80,6,2016,2,298,-1
"Same failing @nytimes ""reporter"" who wrote discredited women's story last week wrote another terrible story on me today- will never learn!",13379,6/2/2016 0:21,7.38E+17,4090,138,6,2016,2,21,-1
Crooked Hillary Clinton is a fraud who has put the public and country at risk by her illegal and very stupid use of e-mails. Many missing!,27472,6/1/2016 22:16,7.38E+17,10007,138,6,2016,1,1336,1
Join me in San Jose; California- tomorrow evening at 7pm!   #MakeAmericaGreatAgain #Trump2016  https://t.co/jLQukR550J https://t.co/Uds8OdH3A4,9528,6/1/2016 20:46,7.38E+17,3291,142,6,2016,1,1246,-1
So I raised/gave $5;600;000 for the veterans and the media makes me look bad! They do anything to belittle - totally biased.,30232,6/1/2016 13:17,7.38E+17,9550,124,6,2016,1,797,1
Congratulations to @seanhannity on his tremendous increase in television ratings. Speaking of ratings- I will be on his show tonight @ 10pE.,18805,5/31/2016 23:18,7.38E+17,5088,140,5,2016,31,1398,-1
I am getting great credit for my press conference today. Crooked Hillary should be admonished for not having a press conference in 179 days.,21944,5/31/2016 23:17,7.38E+17,7195,140,5,2016,31,1397,-1
Katie Couric; the third rate reporter; who has been largely forgotten; should be ashamed of herself for the fraudulent editing of her doc.,21541,5/31/2016 23:14,7.38E+17,7078,138,5,2016,31,1394,-1
I will be interviewed on @seanhannity tonight at 10pmE on @FoxNews. Enjoy!,9394,5/31/2016 22:51,7.38E+17,2402,74,5,2016,31,1371,-1
Join me in Sacramento; California-tomorrow evening @ 7pm! #Trump2016  https://t.co/W7xy7eXcii https://t.co/km0rRYSDnO,9113,5/31/2016 21:12,7.38E+17,3237,117,5,2016,31,1272,-1
So many veterans groups are beyond happy with all of the money I raised/gave! It was my great honor - they do an amazing job.,19994,5/31/2016 16:57,7.38E+17,5649,125,5,2016,31,1017,1
Just finished a press conference in Trump Tower wherein I gave information on which VETERANS groups got the $5;600;000 that I raised/gave!,18781,5/31/2016 16:53,7.38E+17,5528,138,5,2016,31,1013,1
I have raised/given a tremendous amount of money to our great VETERANS; and have got nothing but bad publicity for doing so. Watch!,20262,5/31/2016 11:42,7.38E+17,5623,131,5,2016,31,702,1
So many great things happening - new poll numbers looking good! News conference at 11:00 A.M. today; Trump Tower!,15198,5/31/2016 10:48,7.38E+17,4028,113,5,2016,31,648,1
I should have easily won the Trump University case on summary judgement but have a judge; Gonzalo Curiel; who is totally biased against me.,14991,5/30/2016 21:55,7.37E+17,4062,139,5,2016,30,1315,1
I have a judge in the Trump University civil case; Gonzalo Curiel (San Diego); who is very unfair. An Obama pick. Totally biased-hates Trump,13693,5/30/2016 21:45,7.37E+17,3851,140,5,2016,30,1305,1
I hope everyone had a great Memorial Day!,21573,5/30/2016 20:15,7.37E+17,5270,41,5,2016,30,1215,1
I would have had millions of votes more in the primaries (than Crooked Hillary) if I only had one opponent; instead of sixteen. Broke record,18925,5/30/2016 20:13,7.37E+17,5040,140,5,2016,30,1213,1
Have a great Memorial Day and remember that we will soon MAKE AMERICA GREAT AGAIN!,25894,5/30/2016 11:26,7.37E+17,9346,82,5,2016,30,686,1
"""@NBCDFW: Trump rallies veterans at annual Rolling Thunder Gathering https://t.co/b08FcMlgkr https://t.co/RCDeLvHQqD""",9220,5/30/2016 11:20,7.37E+17,2731,117,5,2016,30,680,1
"""@FrankyLamouche: how many of donald's rolling thunder brigade will sign up and go to war for him in the middle east.""",6719,5/30/2016 11:20,7.37E+17,1598,118,5,2016,30,680,1
"""@MariaErnandez3b: Trump Supports Rolling Thunder Rally #TRUMP STRONG https://t.co/pfVXQ8NdZu"" So true; and remember the M.I.A.'s!",15383,5/30/2016 11:19,7.37E+17,4226,130,5,2016,30,679,1
"""@ScottWRasmussen: Donald Trump and Bikers Share Affection at Rolling Thunder Rally https://t.co/ZZl2sc29dn"" A great day in D.C.!",7180,5/30/2016 11:17,7.37E+17,2143,129,5,2016,30,677,1
"""@TeaPartyNevada: #Trump2016 ""Illegals are taken care of better than our veterans.""  https://t.co/KKIgM4rNma https://t.co/1cEZ8wG7Cy""",9800,5/30/2016 11:10,7.37E+17,3525,133,5,2016,30,670,1
The endorsement of me by the 16;500 Border Patrol Agents was the first time that they ever endorsed a presidential candidate. Nice!,21533,5/30/2016 11:05,7.37E+17,5661,131,5,2016,30,665,1
In getting the endorsement of the 16;500 Border Patrol Agents (thank you); the statement was made that the WALL was very necessary!,14921,5/30/2016 11:00,7.37E+17,4279,131,5,2016,30,660,1
Obama says a WALL at our southern border won't enhance our security (wrong) and yet he now wants to build a much bigger wall (fence) at W.H.,18217,5/30/2016 10:41,7.37E+17,6552,140,5,2016,30,641,1
If dummy Bill Kristol actually does get a spoiler to run as an Independent; say good bye to the Supreme Court!,16435,5/29/2016 23:02,7.37E+17,6081,110,5,2016,29,1382,-1
The Republican Party has to be smart &amp; strong if it wants to win in November. Can't allow lightweights to set up a spoiler Indie candidate!,21307,5/29/2016 22:58,7.37E+17,6228,143,5,2016,29,1378,1
Bill Kristol has been wrong for 2yrs-an embarrassed loser; but if the GOP can't control their own; then they are not a party. Be tough; R's!,16516,5/29/2016 22:53,7.37E+17,5143,140,5,2016,29,1373,-1
Good news is that my campaign has perhaps more cash than any campaign in the history of politics- b/c I stand 100% behind everything we do.,20173,5/29/2016 21:43,7.37E+17,6195,139,5,2016,29,1303,-1
Heading to D.C. to see and hear ROLLING THUNDER. Amazing people that LOVE OUR COUNTRY. Great spirit!,18164,5/29/2016 16:45,7.37E+17,4844,100,5,2016,29,1005,1
Honor Memorial Day by thinking of and respecting all of the great men and women that gave their lives for us and our country! We love them.,40750,5/29/2016 11:04,7.37E+17,15231,139,5,2016,29,664,1
Does President Obama ever discuss the sneak attack on Pearl Harbor while he's in Japan? Thousands of American lives lost. #MDW,27682,5/28/2016 21:34,7.37E+17,11120,126,5,2016,28,1294,-1
Don't believe the biased and phony media quoting people who work for my campaign. The only quote that matters is a quote from me!,19256,5/28/2016 21:33,7.37E+17,6024,129,5,2016,28,1293,-1
I am always on the front page of the failing @nytimes; but when I won the GOP nomination; I'm in the back of the paper. Very dishonest!,17606,5/28/2016 20:28,7.37E+17,5351,135,5,2016,28,1228,-1
The media is on a new phony kick about my management style. I spend much less money &amp; get much better results! What we need as Prez!,20212,5/28/2016 20:28,7.37E+17,5900,136,5,2016,28,1228,-1
The failing @nytimes wrote a story about my management style &amp; that I don't have many people. I have 73; Hillary has 800- &amp; I'm beating her.,16876,5/28/2016 20:28,7.37E+17,5324,148,5,2016,28,1228,-1
I (we) broke the all-time record for most votes gotten in a Republican Primary - by a lot - and with many states left to go! Thank you.,27920,5/28/2016 14:47,7.37E+17,7949,135,5,2016,28,887,1
The U.S. has 69 treaties with other countries where we would have to defend them and their borders. How nice; but what do we get? NOT ENOUGH,19232,5/28/2016 13:47,7.37E+17,7065,140,5,2016,28,827,1
Great rally in Fresno; California- great crowd! Thank you! #Trump2016 https://t.co/TVSPvxOmve,17938,5/28/2016 6:19,7.36E+17,4818,93,5,2016,28,379,-1
Obama administration fails to screen Syrian refugees' social media accounts:  https://t.co/MMa07nwa44,10855,5/28/2016 4:13,7.36E+17,5166,101,5,2016,28,253,-1
.@SanDiegoPD- Fantastic job on handling the thugs who tried to disrupt our very peaceful and well attended rally. Greatly appreciated!,26321,5/28/2016 2:48,7.36E+17,7588,134,5,2016,28,168,-1
Thank you @BillyJoel- many friends just told me you gave a very kind shoutout at MSG. Appreciate it- love your music!,17194,5/28/2016 2:19,7.36E+17,4783,117,5,2016,28,139,-1
Wow- 25;000 in San Diego; California!  Thank you!! #Trump2016 https://t.co/1NRj3zCuui,22103,5/27/2016 23:20,7.36E+17,7376,85,5,2016,27,1400,-1
I am on @oreillyfactor tonight; a big special. @FoxNews  at 8:00 P.M. ENJOY!,8540,5/27/2016 23:19,7.36E+17,2006,76,5,2016,27,1399,1
Bill O'Reilly doing a major special on @OreillyFactor tonight- @FoxNews at 8pmE. Watch it; should be good! #Trump2016,10670,5/27/2016 17:35,7.36E+17,3037,117,5,2016,27,1055,-1
AN AMERICA FIRST ENERGY PLAN  #MakeAmericaGreatAgain #Trump2016  https://t.co/kTi6e1zyNI https://t.co/WjI8Rx11no,13151,5/27/2016 14:10,7.36E+17,5040,112,5,2016,27,850,-1
Poll data shows that @marcorubio does by far the best in holding onto his Senate seat in Florida. Important to keep the MAJORITY. Run Marco!,22525,5/27/2016 2:09,7.36E+17,6490,140,5,2016,27,129,1
My wife @MELANIATRUMP; and my children will be featured on @FoxNews with @Greta- 7pmE. Enjoy!  #MeetTheTrumps #Trump2016,13400,5/26/2016 22:22,7.36E+17,3091,120,5,2016,26,1342,-1
Celebrating 1237! #Trump2016   https://t.co/hPQJc7eor0,13999,5/26/2016 21:30,7.36E+17,4507,54,5,2016,26,1290,-1
Thank you! #Trump2016  https://t.co/SPJfMFyPjU,11963,5/26/2016 21:28,7.36E+17,4056,46,5,2016,26,1288,-1
I find it offensive that Goofy Elizabeth Warren; sometimes referred to as Pocahontas; pretended to be Native American to get in Harvard.,29588,5/26/2016 21:15,7.36E+17,10613,136,5,2016,26,1275,-1
Thank you Mr. &amp; Mrs. @TomBarrackJr for the wonderful and magical evening last night. It will not be forgotten. #Trump2016,9082,5/26/2016 18:59,7.36E+17,2181,125,5,2016,26,1139,-1
.@kimguilfoyle- just watched you on @OutnumberedFNC- thank you!,9472,5/26/2016 16:35,7.36E+17,2244,63,5,2016,26,995,-1
The Inspector General's report on Crooked Hillary Clinton is a disaster. Such bad judgement and temperament cannot be allowed in the W.H.,22650,5/26/2016 13:18,7.36E+17,7939,137,5,2016,26,798,1
Thank you Anaheim; California!  #Trump2016 https://t.co/AEShamhNVS,19481,5/25/2016 23:18,7.36E+17,5663,66,5,2016,25,1398,-1
Thank you Washington! Honored to say; on behalf of our great movement; we have broken the all time record for votes in GOP primary history.,26093,5/25/2016 18:42,7.36E+17,8176,139,5,2016,25,1122,-1
The protesters in New Mexico were thugs who were flying the Mexican flag. The rally inside was big and beautiful; but outside; criminals!,35259,5/25/2016 13:39,7.35E+17,12948,137,5,2016,25,819,1
Crooked Hillary Clinton just can't close the deal with Bernie. I had to knock out 16 very good and smart candidates. Hillary doesn't have it,24559,5/25/2016 13:14,7.35E+17,7893,140,5,2016,25,794,1
Goofy Senator Elizabeth Warren @elizabethforma has done less in the U.S. Senate than practically any other senator. All talk; no action!,15980,5/25/2016 12:31,7.35E+17,4894,136,5,2016,25,751,1
@elizabethforma  Goofy Elizabeth Warren; sometimes known as Pocahontas; bought foreclosed housing and made a quick killing. Total hypocrite!,7945,5/25/2016 12:17,7.35E+17,4081,140,5,2016,25,737,1
"""@gordonsr1052:  Washington; BIG Thank You for supporting Trump! We are all going to help Trump Make America Great Again! Trump2016!""",10924,5/25/2016 5:47,7.35E+17,2846,133,5,2016,25,347,1
"""@buiIdthewall: @realDonaldTrump high energy!""",8172,5/25/2016 5:45,7.35E+17,1995,46,5,2016,25,345,1
"""@PiperSul: Great speech tonight Mr.Trump! Good Luck in California! Thank you.",7984,5/25/2016 5:45,7.35E+17,1836,78,5,2016,25,345,1
Thank you America! #Trump2016 https://t.co/xfINxdRNiQ,31538,5/22/2016 22:54,7.35E+17,12158,53,5,2016,22,1374,-1
The American people are sick and tired of not being able to lead normal lives and to constantly be on the lookout for terror and terrorists!,26068,5/22/2016 20:44,7.34E+17,9089,140,5,2016,22,1244,1
Bernie Sanders is continuing his quest because he believes that Crooked Hillary Clinton will be forced out of the race - e-mail scandal!,21489,5/22/2016 20:32,7.34E+17,6202,136,5,2016,22,1232,1
Join me on Wednesday; May 25th at the Anaheim Convention Center!  #Trump2016 #MAGA   Tickets: https://t.co/mmPck1HYrC https://t.co/xGkVbxTamz,9661,5/22/2016 19:46,7.34E+17,3679,141,5,2016,22,1186,-1
Crooked Hillary wants a radical 500% increase in Syrian refugees. We can? allow this. Time to get smart and protect America!,24560,5/22/2016 19:38,7.34E+17,9928,124,5,2016,22,1178,-1
How can Crooked Hillary say she cares about women when she is silent on radical Islam; which horribly oppresses women?,29339,5/22/2016 19:37,7.34E+17,13110,118,5,2016,22,1177,-1
Why do the networks continue to put dopey @BillKristol on panels when he has called every single shot about me wrong for 2 yrs?,15428,5/22/2016 14:47,7.34E+17,5146,127,5,2016,22,887,-1
Hillary Clinton is not qualified to be president because her judgement has been proven to be so bad! Would be four more years of stupidity!,31532,5/22/2016 12:47,7.34E+17,10956,139,5,2016,22,767,1
Crooked Hillary said that I  want guns brought into the school classroom. Wrong!,19276,5/22/2016 3:55,7.34E+17,6110,80,5,2016,22,235,1
"""@dubilujane: I trust @realDonaldTrump more anyone ever to protect America.He WILL do the right thing for the U.S.A; without a  doubt.",10897,5/22/2016 3:44,7.34E+17,3042,134,5,2016,22,224,1
Thank you to all of the men and women who have served our country. You are our true heroes! #ArmedForcesDay https://t.co/A3Wus0cRIO,28963,5/21/2016 20:13,7.34E+17,10282,131,5,2016,21,1213,-1
Crooked Hillary Clintons foreign interventions unleashed ISIS in Syria; Iraq and Libya. She is reckless and dangerous!,17885,5/21/2016 17:02,7.34E+17,7450,118,5,2016,21,1022,-1
MAKE AMERICA GREAT AGAIN! https://t.co/MAZK5bdZuD,28058,5/21/2016 17:00,7.34E+17,10416,49,5,2016,21,1020,-1
.@CNN is so negative; getting even worse as I get closer. Just had two anti-Trump losers with zero rebuttal from my team. Turning off!,15594,5/21/2016 16:08,7.34E+17,4658,134,5,2016,21,968,1
"""@RBacliff: Hillary wants to rip the guns out of America's hands. No guns = no protection. Get on #TrumpTrain &amp; join @NRA to stop her.""",14334,5/21/2016 13:34,7.34E+17,5115,139,5,2016,21,814,1
Crooked Hillary wants to get rid of all guns and yet she is surrounded by bodyguards who are fully armed. No more guns to protect Hillary!,40746,5/21/2016 12:49,7.34E+17,16223,138,5,2016,21,769,1
While our wonderful president was out playing golf all day; the TSA is falling apart; just like our government! Airports a total disaster!,24202,5/21/2016 10:56,7.34E+17,8700,138,5,2016,21,656,1
Crooked Hillary is spending tremendous amounts of Wall Street money on false ads against me. She is a very dishonest person!,21663,5/21/2016 1:56,7.34E+17,7135,124,5,2016,21,116,1
Crooked Hillary Clinton wants to essentially abolish the 2nd Amendment. No gun owner can ever vote for Clinton!,21376,5/21/2016 1:51,7.34E+17,8463,111,5,2016,21,111,1
"Thank you @TheTodaysGolfer for the wonderful statement that ""the new par 3 9th hole @Trump Turnberry could be the most dramatic in Britain.""",8168,5/21/2016 0:44,7.34E+17,1960,140,5,2016,21,44,1
@montgomeriefdn  Colin; great to have you at Trump Turnberry. So proud of you and your GREAT playing! You made winning MAJORS look easy!,3380,5/20/2016 23:36,7.34E+17,1171,136,5,2016,20,1416,1
"""@montgomeriefdn: @TrumpTurnberry Best Links Course in Britain. Ailsa Course opens June '16 Can't wait to play it https://t.co/HnQbj3ipuS""",8475,5/20/2016 23:27,7.34E+17,2009,138,5,2016,20,1407,1
Thank you for your wonderful endorsement today @TGowdySC. It means a great deal to me. We will not disappoint! #Trump2016,14000,5/20/2016 22:50,7.34E+17,4910,121,5,2016,20,1370,-1
Great day in Kentucky with Wayne LaPierre; Chris Cox &amp; the @NRA!   #MakeAmericaGreatAgain #Trump2016 https://t.co/aJ7s0aqqj0,15665,5/20/2016 21:55,7.34E+17,4814,128,5,2016,20,1315,-1
Thank you! An honor to be the first candidate ever endorsed by the @NRA- prior to @GOPconvention! #Trump2016 #2A  https://t.co/ygLUAl7gzx,17614,5/20/2016 20:06,7.34E+17,7024,137,5,2016,20,1206,-1
Failing @NYTimes will always take a good story about me and make it bad. Every article is unfair and biased. Very sad!,12465,5/20/2016 16:11,7.34E+17,3786,118,5,2016,20,971,-1
"Thanks @piersmorgan!   ""Trump is the most unpredictable; extraordinary; entertaining&amp;massively popular candidate this country has ever seen.""",15837,5/20/2016 16:09,7.34E+17,4895,145,5,2016,20,969,-1
Crooked Hillary Clinton- discussing the #SecondAmendment at a private event. #2A cc: @NRA https://t.co/vV31Pbpkmn,12220,5/20/2016 15:36,7.34E+17,6747,113,5,2016,20,936,-1
I am on my way! See you all soon! https://t.co/Arw19Antpj,8158,5/20/2016 15:15,7.34E+17,2775,57,5,2016,20,915,-1
Crooked Hillary can't even close the deal with Bernie - and the Dems have it rigged in favor of Hillary. Four more years of this? No way!,20691,5/20/2016 10:26,7.34E+17,6497,137,5,2016,20,626,1
Crooked Hillary Clinton looks presidential? I don't think so! Four more years of Obama and our country will never come back. ISIS LAUGHS!,18911,5/20/2016 10:08,7.34E+17,6303,137,5,2016,20,608,1
Look where the world is today; a total mess; and ISIS is still running around wild. I can fix it fast; Hillary has no chance!,17554,5/20/2016 9:58,7.34E+17,6043,125,5,2016,20,598,1
Crooked Hillary has zero imagination and even less stamina. ISIS; China; Russia and all would love for her to be president. 4 more years!,14805,5/20/2016 9:47,7.34E+17,4841,137,5,2016,20,587,1
"I said that Crooked Hillary Clinton is ""not qualified"" to be president because she has ""very bad judgement"" - Bernie said the same thing!",17379,5/20/2016 9:40,7.34E+17,5576,137,5,2016,20,580,1
Thank you @LtStevenLRogers. We will respond to terrorism with strength in 2017!  https://t.co/Mk4YuuRf4s,13064,5/19/2016 19:36,7.33E+17,5082,104,5,2016,19,1176,-1
Looks like yet another terrorist attack. Airplane departed from Paris. When will we get tough; smart and vigilant? Great hate and sickness!,36409,5/19/2016 10:27,7.33E+17,13012,139,5,2016,19,627,1
My list of potential U.S. Supreme Court Justices was very well recieved. During the next number of weeks I may be adding to the list!,16865,5/19/2016 2:52,7.33E+17,4701,133,5,2016,19,172,1
"Some low-life journalist claims that I ""made a pass"" at her 29 years ago. Never happened! Like the @nytimes story which has become a joke!",16428,5/19/2016 1:54,7.33E+17,4713,138,5,2016,19,114,1
#MakeAmericaGreatAgain #Trump2016  https://t.co/kXhc2j94YF https://t.co/YZAdAndKXv,12874,5/18/2016 23:14,7.33E+17,4973,82,5,2016,18,1394,-1
Thank you Louisiana! #Trump2016 https://t.co/u8hhrRRFMp,15190,5/18/2016 17:47,7.33E+17,4964,55,5,2016,18,1067,-1
Thank you Arizona! See you soon!  #MakeAmericaGreatAgain https://t.co/IC3pe5lRAS,14154,5/18/2016 17:38,7.33E+17,4326,80,5,2016,18,1058,-1
Bernie Sanders is being treated very badly by the Democrats - the system is rigged against him. Many of his disenfranchised fans are for me!,21495,5/18/2016 11:20,7.33E+17,7436,140,5,2016,18,680,1
Paul Begala; the dopey @CNN flunky and head of the Pro-Hillary Clinton Super PAC; has knowingly committed fraud in his first ad against me.,13417,5/18/2016 4:22,7.33E+17,4867,139,5,2016,18,262,1
"""@ShoneeP: @realDonaldTrump Trump for President! Bernie is a joke; knows nothing - and Hillary is yesterday's and today's nightmare""",10056,5/18/2016 4:03,7.33E+17,3103,132,5,2016,18,243,1
"""@MagicMetalNinja:  The Trump movement will not be stopped. We support Trump because he is a true American looking out for #AmericaFIRST.""",11717,5/18/2016 3:46,7.33E+17,3863,138,5,2016,18,226,1
Congratulations to THE MOVEMENT; we have just won THE GREAT STATE OF OREGON. The vote percentage is even higher than anticipated! Thank you.,22355,5/18/2016 3:24,7.33E+17,6475,140,5,2016,18,204,1
Thank you Oregon! #Trump2016   #MakeAmericaGreatAgain https://t.co/hK1yqlp9ca,15584,5/18/2016 3:15,7.33E+17,4981,77,5,2016,18,195,-1
"""@LouDobbs: Hillary Just Handed @realDonaldTrump a Huge Gift: Promising to Put Bubba in Charge of the Economy! #MakeAmericaGreatAgain!",10376,5/18/2016 2:41,7.33E+17,3684,134,5,2016,18,161,1
"""@sandrajeanne48: No way I believe Trump at 70% disapproval with women. Went to 3 rallies. At least 1/2 women. MSM LIES @TheFive""",10584,5/18/2016 2:40,7.33E+17,3580,129,5,2016,18,160,1
Michael Barbaro; the author of the now discredited @nytimes hit piece on me with women; has in past tweeted badly about me. He should resign,10181,5/18/2016 2:38,7.33E+17,3134,140,5,2016,18,158,1
"""@michael_favreau: @JIS3 @realDonaldTrump He will destroy Hillary but why give CNN record breaking ratings CNN can go to hell. Trump 2016""",7735,5/18/2016 2:14,7.33E+17,2214,138,5,2016,18,134,1
I look so forward to debating Crooked Hillary Clinton! Democrat Primaries are rigged; e-mail investigation is rigged - so time to get it on!,22247,5/18/2016 1:53,7.33E+17,8142,140,5,2016,18,113,1
I can't believe that @CNN would allow the very nice Jeffrey Lord to be savaged by a panel of seven Trump haters. 7 to 1 - Don't watch CNN!,13057,5/18/2016 1:49,7.33E+17,4404,138,5,2016,18,109,1
"""@COWBOYSFORTRUMP: @ChristiChat @Rockprincess818 @realDonaldTrump That man is a pillar of strength and will be perfect as our next president",7331,5/18/2016 1:37,7.33E+17,2061,140,5,2016,18,97,1
"Well; that is it. Well done Megyn --- and they all lived happily ever after! Now let us all see how ""THE MOVEMENT"" does in Oregon tonight!",15946,5/18/2016 1:04,7.33E+17,3982,138,5,2016,18,64,1
Will go back on for a final question now!,6450,5/18/2016 0:57,7.33E+17,1135,41,5,2016,18,57,1
"""@jrector34: @realDonaldTrump Amazing job""",5056,5/18/2016 0:56,7.33E+17,922,42,5,2016,18,56,1
"""@mai_Ttag:  Great interview! Happy you had a chance to show the other side of you. Never change; never forget you are our messenger!""",7379,5/18/2016 0:56,7.33E+17,1784,134,5,2016,18,56,1
I like Michael Douglas!,8777,5/18/2016 0:53,7.33E+17,2404,23,5,2016,18,53,1
"""@thydanielflores: .@megynkelly @realDonaldTrump Best interview that I have ever seen.",5671,5/18/2016 0:48,7.33E+17,1178,86,5,2016,18,48,1
"""@CostaKenneth: @megynkelly @realDonaldTrump Great interview Megyn""",5253,5/18/2016 0:47,7.33E+17,1044,67,5,2016,18,47,1
"""@svhlevi: @DiamondandSilk @realJeffreyLord @realDonaldTrump @CNN and we love you Diamond and Silk""  I do also!",5788,5/18/2016 0:47,7.33E+17,1422,111,5,2016,18,47,1
"""@johnjohnlacca: Donald u have done a terrific job so far on the interview. Cannot wait until u r president #MegynKellyPresents",6415,5/18/2016 0:45,7.33E+17,1432,127,5,2016,18,45,1
"""@markgruber1960: @megynkelly @realDonaldTrump That's why he is so successful. He is driven to succeed""  True!",5654,5/18/2016 0:43,7.33E+17,1274,110,5,2016,18,43,1
"""@ladytsbrug: Lovely interview; Mr. Trump! @realDonaldTrump"" Thanks.",4896,5/18/2016 0:43,7.33E+17,1020,68,5,2016,18,43,1
"""@Janik1968: @realDonaldTrump @SpeakerRyan Watched the Megan Kelly special and I must say..it was very well done on both their parts""",5528,5/18/2016 0:42,7.33E+17,1203,133,5,2016,18,42,1
"""@KaceyIlliot1669: @realDonaldTrump We actually really do love you!"" Great!",5001,5/18/2016 0:41,7.33E+17,1042,75,5,2016,18,41,1
"""@johnkirtley:  @megynkelly @realDonaldTrump #MakeAmericaGreatAgain Thank you for this discourse. Wounds have been healed. Great job!""",5238,5/18/2016 0:41,7.33E+17,1153,134,5,2016,18,41,1
"""@jlund04: @megynkelly @realDonaldTrump it was refreshing to see you both in a different light. Well done.""",5130,5/18/2016 0:40,7.33E+17,1031,107,5,2016,18,40,1
"""@FrankDallasAgg: @megynkelly @realDonaldTrump Trump is a great man and is FIGHTING for We The People!""",6168,5/18/2016 0:37,7.33E+17,1683,103,5,2016,18,37,1
"""@LADYJOANNE: @megynkelly @realDonaldTrump we need Trump more then ever Megyn. Thanks.",5274,5/18/2016 0:35,7.33E+17,1175,86,5,2016,18,35,1
"""@LADYJOANNE: @megynkelly @realDonaldTrump we need Trump more then ever Megan Please don't lose it for America for us!""",4890,5/18/2016 0:34,7.33E+17,1060,119,5,2016,18,34,1
"""@curtandkaren: Kudos to @megynkelly and @realDonaldTrump for rising above the drama and coming together. Very respectful and classy <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>""",6895,5/18/2016 0:33,7.33E+17,1635,174,5,2016,18,33,1
What Barbara Res does not say is that she would call my company endlessly; and for years; trying to come back. I said no.,10097,5/17/2016 4:02,7.32E+17,3146,121,5,2016,17,242,1
I gave a woman named Barbara Res a top N.Y. construction job; when that was unheard of; and now she is nasty. So much for a nice thank you!,13078,5/17/2016 3:46,7.32E+17,4008,139,5,2016,17,226,1
"""In politics; and in life; ignorance is not a virtue."" This is a primary reason that President Obama is the worst president in U.S. history!",24495,5/17/2016 1:08,7.32E+17,9801,140,5,2016,17,68,1
Rowanne Brewer; the most prominently depicted woman in the failing @nytimes story yesterday joined @foxandfriends.   https://t.co/qkK3LJPoQQ,9755,5/16/2016 21:50,7.32E+17,4033,140,5,2016,16,1310,-1
"A political commentator for @cnn; which I no longer watch; said ""Trump showed some weakness in the Repub Primaries."" I set all-time record!",13343,5/16/2016 13:24,7.32E+17,4202,139,5,2016,16,804,1
That was an amazing interview on @foxandfriends - I hope the rest of the media picks it up to show how totally dishonest the @nytimes is!,12788,5/16/2016 11:00,7.32E+17,4290,137,5,2016,16,660,1
Bernie Sanders is being treated very badly by the Dems. The system is rigged against him. He should run as an independent! Run Bernie; run.,26821,5/16/2016 10:00,7.32E+17,10001,139,5,2016,16,600,1
Great new poll- thank you!  #MakeAmericaGreatAgain #Trump2016 https://t.co/SZyZ8GkF23,24045,5/16/2016 2:23,7.32E+17,9669,85,5,2016,16,143,-1
The @washingtonpost report on potential VP candidates is wrong. Marco Rubio and most others mentioned are NOT under consideration.,16006,5/16/2016 1:25,7.32E+17,6123,130,5,2016,16,85,1
Thank you Georgia! See you soon!  #Trump2016 https://t.co/8yFd6qA4rD,16418,5/15/2016 21:26,7.32E+17,4999,68,5,2016,15,1286,-1
The media is really on a witch-hunt against me. False reporting; and plenty of it - but we will prevail!,24343,5/15/2016 19:26,7.32E+17,8793,104,5,2016,15,1166,1
Why did the failing @nytimes refuse to use any of the names given to them that I was so proud to have helped with their careers. DISHONEST!,13932,5/15/2016 19:11,7.32E+17,4599,139,5,2016,15,1151,1
Wow; I have had so many calls from high ranking people laughing at the stupidity of the failing @nytimes piece. Massive front page for that!,16617,5/15/2016 19:06,7.32E+17,5070,140,5,2016,15,1146,1
